date,y_true,fcast_glp,hmean,nr_glp,dy,ep,dpayr,svar,bmr,ntis,tbl,lty,ltr,dfr,dfy,inf,Pyun_FC
2009-06-01,0.002476,-0.005422122950252567,0.004102465517241379,7.29,0.5923,0.5152,0.4883,0.5435,0.4854,0.6478,0.4712,0.5052,0.5282,0.4678,0.5136,0.6254,0.9061
2009-07-01,0.074382,-0.0015993975094005424,0.004095484978540772,7.6055,0.6191,0.5376,0.522,0.5661,0.5112,0.6703,0.5023,0.5365,0.549,0.4997,0.5347,0.6462,0.9108
2009-08-01,0.034651,0.010614669386279738,0.004395854700854701,7.3905,0.6157,0.4909,0.5121,0.5649,0.4973,0.6071,0.4859,0.5276,0.5419,0.5042,0.5089,0.6407,0.8933
2009-09-01,0.036434,0.0010195667334256117,0.004524599999999999,7.675,0.6318,0.506,0.5421,0.5894,0.5179,0.6287,0.5093,0.5457,0.5668,0.5332,0.5264,0.674,0.9037
2009-10-01,-0.018359,0.01419696256324736,0.004659809322033899,7.8031,0.6595,0.5255,0.5527,0.5938,0.5315,0.627,0.5138,0.5556,0.582,0.5428,0.5441,0.6798,0.895
2009-11-01,0.060257,0.014182486325750681,0.004562683544303797,7.6454,0.6489,0.51,0.5413,0.5891,0.5173,0.6208,0.4978,0.5353,0.5732,0.5267,0.5261,0.6627,0.8962
2009-12-01,0.018983,0.0112492872523131,0.0047966932773109245,7.7002,0.6497,0.5108,0.549,0.5961,0.5129,0.6194,0.498,0.5514,0.5658,0.5364,0.534,0.6592,0.9175
2010-01-01,-0.035851,-0.0007473512363001181,0.004856050209205021,7.7584,0.6611,0.5199,0.5447,0.6033,0.5231,0.6202,0.5032,0.5604,0.5655,0.5332,0.5312,0.6649,0.9277
2010-02-01,0.030424,0.017355128547883677,0.0046864375,7.5978,0.6452,0.5026,0.5361,0.5824,0.5083,0.6078,0.4927,0.5332,0.5672,0.523,0.5245,0.6516,0.9232
2010-03-01,0.061014,0.013681053932114858,0.004793232365145228,7.5426,0.6381,0.4966,0.5264,0.5856,0.5099,0.5994,0.4852,0.5302,0.5633,0.5175,0.5211,0.6392,0.9301
2010-04-01,0.015877,0.013955849493671455,0.0050255495867768596,8.0076,0.6922,0.5259,0.5556,0.6101,0.5387,0.637,0.5171,0.5748,0.6121,0.5501,0.5481,0.6877,0.9582
2010-05-01,-0.080211,0.013054562180758622,0.005070205761316872,7.8097,0.6695,0.5083,0.5406,0.5961,0.5279,0.635,0.5031,0.5613,0.5871,0.5286,0.5246,0.6751,0.9525
2010-06-01,-0.053625,-0.001977112015479823,0.00472069262295082,7.4212,0.654,0.4839,0.5298,0.5824,0.5164,0.5715,0.4813,0.5183,0.5261,0.4913,0.5067,0.6211,0.9384
2010-07-01,0.070351,0.032062979598354496,0.00448254693877551,7.4037,0.6622,0.4764,0.5294,0.5891,0.5144,0.5579,0.4824,0.5093,0.5198,0.501,0.5081,0.6129,0.9408
2010-08-01,-0.045534,0.005140960047112208,0.00475030487804878,7.5954,0.6724,0.4951,0.5383,0.5963,0.5266,0.5633,0.4842,0.527,0.5523,0.5241,0.5101,0.6334,0.9723
2010-09-01,0.090283,0.008920780362394118,0.004546724696356275,7.7093,0.6771,0.5082,0.5583,0.5918,0.545,0.5629,0.5022,0.5236,0.5595,0.5288,0.5314,0.6475,0.973
2010-10-01,0.038626,0.0027494641914881704,0.004892435483870968,7.3932,0.6468,0.4809,0.5108,0.5841,0.5049,0.5532,0.4683,0.5069,0.5669,0.4864,0.4921,0.6138,0.9781
2010-11-01,-0.000151,0.008776412888325697,0.005027911646586346,7.58,0.6677,0.4919,0.523,0.5891,0.5143,0.5694,0.4898,0.5446,0.5714,0.5014,0.5127,0.6273,0.9774
2010-12-01,0.066954,0.008908642004131103,0.005007196,7.3772,0.6614,0.4697,0.5039,0.5783,0.4956,0.5519,0.4684,0.5218,0.5615,0.4847,0.4871,0.6147,0.9782
2011-01-01,0.023249,0.010822752177839689,0.005253996015936255,7.049,0.6268,0.4447,0.4666,0.5608,0.4619,0.53,0.4372,0.5018,0.531,0.4684,0.4619,0.5791,0.9788
2011-02-01,0.032408,0.012436873449374011,0.005325404761904762,7.2957,0.6417,0.4686,0.499,0.5678,0.482,0.5526,0.4575,0.522,0.5446,0.4915,0.4884,0.602,0.978
2011-03-01,0.000525,0.015664467568619184,0.005432450592885376,7.4331,0.6555,0.4781,0.4972,0.5906,0.4921,0.5627,0.4761,0.5461,0.5559,0.4929,0.4925,0.6087,0.9847
2011-04-01,0.029341,0.01170624971550809,0.005413129921259844,7.3787,0.6471,0.477,0.4971,0.5815,0.4877,0.5594,0.4692,0.5395,0.5446,0.5022,0.4906,0.599,0.9838
2011-05-01,-0.011313,0.010271413660290494,0.005506964705882354,7.0939,0.6265,0.454,0.4747,0.5702,0.4655,0.5304,0.4374,0.5105,0.5229,0.4663,0.472,0.5824,0.9811
2011-06-01,-0.016545,0.015938492967721263,0.0054412617187500015,7.0554,0.6346,0.4503,0.4641,0.5602,0.465,0.5371,0.4404,0.509,0.5184,0.4621,0.4645,0.5673,0.9824
2011-07-01,-0.019828,0.013266214327801515,0.005355712062256811,7.187,0.6459,0.4585,0.4885,0.5658,0.476,0.5561,0.4572,0.5215,0.5124,0.4763,0.4805,0.5655,0.9828
2011-08-01,-0.054323,0.011305682783852977,0.005258100775193798,7.0354,0.6291,0.4506,0.4823,0.566,0.4718,0.529,0.4468,0.4954,0.5142,0.467,0.4587,0.5482,0.9763
2011-09-01,-0.070338,-0.007881943061591682,0.0050280579150579156,7.1057,0.6425,0.4591,0.4974,0.5649,0.4774,0.5401,0.4579,0.4901,0.4958,0.4662,0.4719,0.5682,0.9742
2011-10-01,0.109014,0.0262006720338238,0.004738188461538462,7.4514,0.6567,0.4845,0.5251,0.6554,0.5026,0.5517,0.4766,0.5039,0.5108,0.5159,0.4952,0.5898,0.9832
2011-11-01,-0.002727,0.00783621875500002,0.005137712643678161,7.4567,0.6629,0.476,0.5071,0.6201,0.5043,0.5616,0.4757,0.5299,0.538,0.508,0.4838,0.5965,0.9928
2011-12-01,0.009427,0.0050420472046591456,0.00510769465648855,7.4987,0.6642,0.4735,0.5183,0.6336,0.5073,0.5512,0.4841,0.5295,0.5405,0.5112,0.496,0.594,0.9953
2012-01-01,0.045205,0.01617614214796592,0.005124117870722434,7.4943,0.6732,0.4841,0.5147,0.6323,0.5093,0.5525,0.4838,0.5293,0.5397,0.4896,0.4875,0.6035,0.9948
2012-02-01,0.043341,-0.006634874907578597,0.0052759393939393944,7.5614,0.6844,0.479,0.512,0.6351,0.5128,0.5579,0.4819,0.5441,0.5548,0.5207,0.4894,0.5938,0.9955
2012-03-01,0.032866,0.016197680640772663,0.005419581132075473,7.5557,0.6728,0.4839,0.51,0.648,0.5046,0.548,0.4877,0.5588,0.5522,0.5272,0.4927,0.5761,0.9937
2012-04-01,-0.006034,0.003958580983644739,0.005522763157894738,7.5946,0.6952,0.4838,0.5072,0.6448,0.5139,0.5483,0.4934,0.5642,0.5502,0.5281,0.494,0.576,0.9955
2012-05-01,-0.05979,0.014551432885310227,0.005479479400749064,7.8513,0.7102,0.5027,0.5278,0.6657,0.5321,0.5685,0.517,0.5906,0.5741,0.5603,0.5092,0.5968,0.9963
2012-06-01,0.041365,0.0069793782675678425,0.005235936567164179,7.0381,0.6424,0.4415,0.4711,0.6065,0.4738,0.5171,0.4433,0.4954,0.4913,0.5056,0.4517,0.5058,0.9926
2012-07-01,0.014363,0.011653839969787213,0.005370245353159852,7.1247,0.6493,0.4517,0.475,0.6228,0.4792,0.511,0.451,0.5128,0.5084,0.5006,0.4618,0.5079,0.9932
2012-08-01,0.022744,0.008583800378786387,0.0054035518518518524,7.1715,0.6511,0.4559,0.4845,0.624,0.4775,0.516,0.4596,0.5136,0.5132,0.5047,0.4598,0.5184,0.9932
2012-09-01,0.02502,0.003490997204439966,0.005467538745387455,7.3332,0.6654,0.4683,0.4975,0.6382,0.4937,0.5273,0.4641,0.5322,0.5301,0.5304,0.4707,0.5213,0.994
2012-10-01,-0.017937,-0.00325971511789407,0.005539422794117648,7.0146,0.6461,0.4351,0.4618,0.6335,0.4646,0.4888,0.4407,0.508,0.5068,0.4988,0.446,0.4926,0.9918
2012-11-01,0.005226,0.015470461929065583,0.005453428571428572,7.5051,0.6892,0.482,0.5056,0.6624,0.5093,0.5388,0.4859,0.5508,0.5395,0.5307,0.4894,0.5265,0.995
2012-12-01,0.008408,0.006643873882095573,0.005452598540145986,7.0636,0.6561,0.4432,0.4631,0.634,0.4755,0.5049,0.4554,0.5098,0.5044,0.4852,0.4502,0.4886,0.9932
2013-01-01,0.052261,-0.005831618798609618,0.005463345454545455,7.276,0.6673,0.4545,0.4898,0.6433,0.4921,0.5185,0.4618,0.5264,0.5281,0.5176,0.4767,0.5047,0.9952
2013-02-01,0.013013,-0.008908265043928821,0.005632902173913043,7.338,0.6857,0.4707,0.4865,0.661,0.4985,0.5251,0.4679,0.5455,0.5134,0.5179,0.4797,0.4926,0.9935
2013-03-01,0.037584,0.018981621601630267,0.0056595451263537905,7.323,0.6912,0.4732,0.4884,0.6701,0.4928,0.5131,0.4701,0.5616,0.4976,0.515,0.4779,0.4798,0.9922
2013-04-01,0.019621,0.011798182552185373,0.005774381294964028,7.453,0.6986,0.4862,0.5046,0.6808,0.4979,0.5176,0.4806,0.5791,0.5141,0.5263,0.4816,0.4925,0.9931
2013-05-01,0.02312,0.01746292498195812,0.005824010752688172,7.4153,0.7053,0.4739,0.4963,0.6767,0.4992,0.5216,0.483,0.576,0.5048,0.5163,0.4764,0.4908,0.995
2013-06-01,-0.013601,0.004723913180078392,0.005885782142857144,7.3639,0.7001,0.4704,0.4872,0.6778,0.4891,0.5064,0.4784,0.5731,0.5072,0.5144,0.4796,0.486,0.9942
2013-07-01,0.050672,0.01804727167786832,0.005816434163701068,7.0723,0.6784,0.4485,0.4648,0.6521,0.4686,0.489,0.4449,0.5415,0.4909,0.4884,0.4523,0.4589,0.994
2013-08-01,-0.029207,0.007017346516112175,0.00597549645390071,7.3062,0.7018,0.4624,0.4837,0.6761,0.49,0.5085,0.4682,0.5747,0.4941,0.4974,0.4745,0.4793,0.9955
2013-09-01,0.03166,0.014548211317492656,0.00585117667844523,7.0331,0.6756,0.4432,0.4653,0.6558,0.4693,0.4841,0.4495,0.5391,0.4816,0.4676,0.4489,0.4585,0.9946
2013-10-01,0.046268,0.001213212043322893,0.005942052816901409,7.0751,0.6824,0.4514,0.4687,0.6573,0.4699,0.488,0.4484,0.5466,0.4838,0.4753,0.4511,0.4556,0.9966
2013-11-01,0.030817,0.021625445002935544,0.006083547368421053,7.2183,0.6951,0.4547,0.483,0.6777,0.479,0.4963,0.4613,0.5718,0.4928,0.485,0.4629,0.4628,0.9959
2013-12-01,0.02595,0.010039744166014008,0.006170027972027973,7.3863,0.7056,0.4732,0.4897,0.6841,0.496,0.5076,0.4846,0.5877,0.5076,0.4979,0.4744,0.481,0.9969
2014-01-01,-0.034666,-0.00035461386060739057,0.006238947735191638,7.4869,0.7237,0.4841,0.5023,0.6867,0.5012,0.5192,0.4905,0.6041,0.5021,0.5031,0.4933,0.4805,0.9961
2014-02-01,0.045757,0.01840707769355685,0.006096916666666667,7.3753,0.712,0.4722,0.4901,0.6834,0.4898,0.5126,0.4802,0.5881,0.5084,0.4855,0.474,0.4818,0.9972
2014-03-01,0.008056,0.020699027861586106,0.006234148788927336,7.3333,0.6981,0.4663,0.4877,0.6803,0.4902,0.5109,0.4719,0.588,0.5193,0.4758,0.4724,0.4744,0.998
2014-04-01,0.006555,0.014721163358816368,0.006240431034482759,7.3148,0.7108,0.4624,0.4883,0.6923,0.491,0.5021,0.4699,0.5871,0.5065,0.4805,0.4619,0.4636,0.9984
2014-05-01,0.023309,0.0162587778859748,0.00624151202749141,6.9187,0.6676,0.4293,0.4538,0.6601,0.4603,0.4749,0.4398,0.5443,0.4745,0.4479,0.4342,0.4355,0.9965
2014-06-01,0.020635,0.014330709007053757,0.006299962328767124,7.4645,0.7124,0.4788,0.4915,0.7017,0.5058,0.5207,0.4817,0.6078,0.5156,0.4855,0.4828,0.4818,0.9984
2014-07-01,-0.013974,0.0077133398727497705,0.006348887372013653,7.4841,0.7187,0.4729,0.4962,0.702,0.5018,0.5232,0.4867,0.6092,0.5275,0.4869,0.4776,0.4836,0.9978
2014-08-01,0.039777,0.01702837210519294,0.006279761904761905,7.2223,0.7029,0.4593,0.4733,0.682,0.4807,0.5005,0.466,0.5718,0.5061,0.4659,0.4599,0.4565,0.9974
2014-09-01,-0.013928,0.017392707424688018,0.00639331186440678,7.2445,0.7009,0.4555,0.4785,0.6889,0.476,0.4973,0.4688,0.5769,0.5037,0.47,0.467,0.4623,0.9987
2014-10-01,0.023972,0.01113984001209323,0.006324658783783785,7.2192,0.7012,0.4544,0.4809,0.6851,0.488,0.4957,0.4617,0.5691,0.4995,0.471,0.4532,0.4618,0.9976
2014-11-01,0.027631,0.007886304367133522,0.006384077441077442,6.8999,0.681,0.4332,0.4527,0.6635,0.4555,0.4772,0.4372,0.5393,0.4661,0.4328,0.4281,0.4363,0.997
2014-12-01,-0.002473,0.013759116171585402,0.006455375838926175,7.3738,0.714,0.4713,0.4908,0.6972,0.499,0.5092,0.4793,0.5963,0.5058,0.4673,0.4669,0.4789,0.9978
2015-01-01,-0.02943,0.01599515247637676,0.006425515050167225,7.0639,0.6903,0.4467,0.4644,0.672,0.4696,0.481,0.454,0.5615,0.4818,0.4466,0.4477,0.4506,0.9977
2015-02-01,0.057008,0.021833994880262376,0.0063059966666666675,7.2264,0.689,0.4588,0.4856,0.6741,0.4876,0.502,0.4669,0.5604,0.4928,0.4665,0.4591,0.4855,0.9981
2015-03-01,-0.014993,0.009742800437568951,0.006474441860465117,7.2187,0.6969,0.4586,0.4813,0.6754,0.4866,0.4974,0.4596,0.5762,0.4988,0.4624,0.4539,0.473,0.9986
2015-04-01,0.009101,0.0051859442587746,0.00640335761589404,7.2587,0.6951,0.4669,0.4852,0.672,0.4905,0.5001,0.4643,0.5682,0.5188,0.4653,0.4534,0.4808,0.9981
2015-05-01,0.012522,0.01372402894101518,0.006412260726072608,7.235,0.693,0.4633,0.4758,0.675,0.4828,0.496,0.4661,0.5605,0.5183,0.4618,0.4625,0.4815,0.9984
2015-06-01,-0.019343,0.012906048772698044,0.006432358552631579,7.3216,0.7039,0.4617,0.4834,0.6872,0.4902,0.5073,0.4651,0.5691,0.5277,0.4757,0.4646,0.4877,0.998
2015-07-01,0.021297,0.00774881875994194,0.00634784918032787,7.2623,0.6935,0.4543,0.4754,0.6734,0.4879,0.4974,0.4585,0.5503,0.5431,0.4808,0.4632,0.4863,0.9982
2015-08-01,-0.060086,0.013457893870710646,0.006396702614379085,7.3877,0.7076,0.4692,0.4807,0.6771,0.5017,0.515,0.472,0.568,0.5355,0.4952,0.4733,0.4939,0.9985
2015-09-01,-0.024547,-0.002605341923954234,0.0061801465798045595,6.6741,0.6525,0.4137,0.4391,0.6308,0.4339,0.4519,0.4088,0.4812,0.4702,0.4398,0.4172,0.4364,0.9986
2015-10-01,0.083449,0.0190431174473981,0.006080383116883116,6.8027,0.6603,0.4269,0.4372,0.6336,0.4488,0.4819,0.4205,0.4977,0.4748,0.4518,0.4272,0.4444,0.9976
2015-11-01,0.003373,-0.007061700875293714,0.006330766990291261,6.4027,0.6299,0.3884,0.4138,0.6066,0.4193,0.427,0.3854,0.4604,0.4582,0.418,0.3969,0.4001,0.9987
2015-12-01,-0.015247,0.002303698689646242,0.006321225806451612,6.9227,0.6686,0.4372,0.4585,0.6502,0.4655,0.4673,0.4329,0.5238,0.4902,0.4526,0.434,0.4433,0.9986
2016-01-01,-0.0492,0.010176647767425434,0.006251874598070738,7.0117,0.6751,0.4451,0.4675,0.6409,0.4686,0.4829,0.4432,0.5224,0.5057,0.4681,0.4445,0.4483,0.9994
2016-02-01,-0.001842,0.007220004257549289,0.00607414423076923,6.9773,0.6655,0.4385,0.4554,0.6358,0.4624,0.4915,0.4398,0.5154,0.5015,0.4667,0.4408,0.4654,0.9986
2016-03-01,0.06714,0.007987074973064017,0.00604885303514377,6.5778,0.6445,0.4047,0.4248,0.608,0.4336,0.4556,0.4064,0.4717,0.4657,0.4281,0.4061,0.4297,0.9989
2016-04-01,0.003547,0.00793050444040664,0.006243410828025477,7.0187,0.6762,0.4356,0.4581,0.6386,0.468,0.491,0.4435,0.5238,0.5102,0.4629,0.4393,0.4732,0.9983
2016-05-01,0.018387,0.006719507901894675,0.006234850793650793,7.0026,0.6811,0.4414,0.4599,0.6483,0.4661,0.4796,0.4383,0.5225,0.5067,0.4616,0.4345,0.4634,0.9992
2016-06-01,0.002575,0.008448480143701219,0.0062733069620253155,7.3857,0.712,0.4699,0.4862,0.6722,0.4996,0.5143,0.4688,0.5589,0.5457,0.4966,0.4681,0.4946,0.9988
2016-07-01,0.036371,0.015488853581363309,0.006261640378548895,6.8685,0.6902,0.4222,0.4396,0.6437,0.4517,0.4673,0.4221,0.5084,0.4923,0.4538,0.4261,0.4525,0.9986
2016-08-01,0.001047,0.005718343303412213,0.006356323899371069,7.4796,0.7188,0.4743,0.4912,0.6692,0.5041,0.5145,0.48,0.5746,0.5628,0.506,0.4766,0.5086,0.9989
2016-09-01,0.000246,0.004105023320775781,0.006339680250783698,6.9997,0.6782,0.4364,0.454,0.6434,0.4691,0.4776,0.4316,0.5299,0.5148,0.4616,0.4361,0.4678,0.9992
2016-10-01,-0.018158,0.007831016048359236,0.006320637499999999,7.4316,0.716,0.4743,0.4861,0.6759,0.5035,0.5103,0.4739,0.5701,0.552,0.4948,0.4753,0.5001,0.9993
2016-11-01,0.03559,0.008891715105745162,0.006244380062305295,7.2584,0.7023,0.454,0.475,0.6672,0.4851,0.4996,0.4586,0.5462,0.5452,0.4795,0.4529,0.4944,0.9984
2016-12-01,0.0191,-0.00432575360687805,0.00633551552795031,7.4601,0.7191,0.4701,0.492,0.6802,0.5014,0.5127,0.4783,0.5701,0.5595,0.5008,0.4739,0.5029,0.9991
2017-01-01,0.019084,0.007322748854893356,0.006375034055727553,6.9907,0.6926,0.4336,0.4529,0.6511,0.4692,0.4693,0.4389,0.5333,0.4949,0.4546,0.4356,0.4661,0.9986
2017-02-01,0.039059,0.002341491724273812,0.006414259259259258,7.1479,0.7079,0.4493,0.4719,0.6663,0.4736,0.4732,0.4601,0.5398,0.5133,0.4722,0.4502,0.4711,0.999
2017-03-01,0.001264,0.014067353385685094,0.0065147046153846136,7.2569,0.7185,0.456,0.4784,0.6866,0.4971,0.4802,0.454,0.5627,0.5252,0.4767,0.4477,0.4746,0.9992
2017-04-01,0.010291,0.007303669648570797,0.0064985981595092005,7.3472,0.7185,0.4671,0.4873,0.6945,0.4919,0.4908,0.4718,0.5685,0.5305,0.4805,0.459,0.4882,0.9986
2017-05-01,0.014052,0.01224993070077597,0.006510195718654433,7.3601,0.7261,0.4675,0.4851,0.6975,0.4968,0.4897,0.4641,0.5645,0.5332,0.4804,0.4694,0.4867,0.9991
2017-06-01,0.005198,0.016540142200501654,0.0065331890243902424,7.1023,0.7026,0.4454,0.4624,0.6835,0.4761,0.4697,0.4463,0.5528,0.5031,0.4573,0.4439,0.4597,0.9995
2017-07-01,0.020096,0.009328217692216922,0.006529130699088144,6.9176,0.6965,0.4315,0.4509,0.6772,0.4665,0.4476,0.4277,0.5296,0.4842,0.4391,0.4199,0.4477,0.9992
2017-08-01,0.001538,0.008958056974684473,0.006570242424242423,6.9649,0.7133,0.4251,0.4452,0.6652,0.4634,0.4575,0.4342,0.5483,0.4908,0.4477,0.4215,0.4541,0.9986
2017-09-01,0.01915,0.03546580434773619,0.00655503927492447,6.8748,0.6864,0.4238,0.4459,0.663,0.4594,0.4451,0.4311,0.5189,0.4915,0.4437,0.4235,0.4437,0.9988
2017-10-01,0.023258,0.008804155727281403,0.006592975903614456,6.9506,0.7114,0.426,0.4416,0.6687,0.4645,0.4639,0.4313,0.5326,0.4922,0.4497,0.4221,0.4477,0.9989
2017-11-01,0.030489,0.011376133512604455,0.00664302102102102,7.2732,0.7157,0.4681,0.482,0.69,0.4856,0.4932,0.4557,0.556,0.5179,0.4763,0.4536,0.4799,0.9992
2017-12-01,0.010349,0.0039978696756042,0.00671441616766467,7.4627,0.7271,0.4806,0.4933,0.7049,0.5061,0.5011,0.4772,0.5759,0.535,0.4944,0.4681,0.4997,0.9993
2018-01-01,0.05716,0.0034358797481045342,0.006725265671641791,7.4497,0.7368,0.4681,0.4902,0.7116,0.5053,0.4988,0.4704,0.5833,0.5302,0.488,0.4689,0.4995,0.9986
2018-02-01,-0.038761,0.016417365127751077,0.006875369047619048,7.7793,0.7593,0.4849,0.5091,0.7362,0.5348,0.5148,0.5105,0.6274,0.569,0.5285,0.4877,0.5178,0.9993
2018-03-01,-0.026559,-0.0027316515194307383,0.006739949554896142,7.9872,0.7695,0.5173,0.5335,0.7432,0.5464,0.545,0.5126,0.6394,0.5996,0.5426,0.5004,0.539,0.9987
2018-04-01,0.00257,0.007845841893733486,0.006641431952662723,7.7522,0.7488,0.4934,0.5163,0.7275,0.5178,0.5238,0.4916,0.6096,0.5909,0.5334,0.4875,0.5127,0.9989
2018-05-01,0.0224,0.007261438443701332,0.0066294218289085554,7.9956,0.7602,0.5148,0.5329,0.7416,0.5416,0.5428,0.5184,0.6274,0.6149,0.5541,0.5078,0.5399,0.9992
2018-06-01,0.00544,0.013403121325314129,0.006675805882352942,8.0032,0.7687,0.5107,0.53,0.7462,0.5468,0.5397,0.5218,0.6282,0.6106,0.552,0.5045,0.5449,0.9991
2018-07-01,0.035744,0.010874283946392173,0.006672181818181819,7.4125,0.7261,0.4613,0.4817,0.7118,0.4956,0.5028,0.4619,0.5735,0.5586,0.5009,0.4572,0.4818,0.9993
2018-08-01,0.031338,0.0034735137755325016,0.006757187134502925,7.6732,0.7514,0.4836,0.502,0.7331,0.5239,0.5158,0.4883,0.6079,0.5675,0.515,0.4768,0.509,0.9989
2018-09-01,0.003538,0.01985718019523008,0.006828851311953353,7.8494,0.7536,0.4985,0.5134,0.7411,0.5394,0.5309,0.5019,0.6298,0.587,0.5375,0.4906,0.5265,0.9992
2018-10-01,-0.069909,0.00858968398713973,0.00681928488372093,7.8323,0.7587,0.4986,0.5147,0.7496,0.5301,0.5294,0.5064,0.6206,0.5822,0.5316,0.486,0.5257,0.9987
2018-11-01,0.017852,-0.0018002617520807588,0.006596884057971014,7.8601,0.7594,0.5007,0.5167,0.7349,0.5351,0.542,0.5077,0.6132,0.6045,0.5158,0.4937,0.538,0.9984
2018-12-01,-0.092446,0.0038322493979799726,0.006629413294797688,7.6322,0.747,0.479,0.5035,0.7259,0.5158,0.5169,0.4844,0.5966,0.5878,0.4887,0.4676,0.5204,0.9986
2019-01-01,0.079509,-0.0026087905030975915,0.006343893371757925,7.8712,0.7541,0.5032,0.527,0.7203,0.5226,0.5568,0.4937,0.5991,0.5929,0.5685,0.4926,0.5415,0.9989
2019-02-01,0.029608,0.014006171187886964,0.006554137931034483,7.7134,0.731,0.5006,0.5177,0.6791,0.5127,0.5409,0.4958,0.6027,0.5938,0.5516,0.4807,0.5087,0.9981
2019-03-01,0.017731,0.015550864335871084,0.006620194842406877,7.7696,0.7476,0.504,0.5136,0.6947,0.5261,0.5302,0.5013,0.6116,0.6007,0.5518,0.4848,0.5053,0.9979
2019-04-01,0.038729,0.017303207496792372,0.00665194,7.876,0.7572,0.5063,0.5242,0.6953,0.5237,0.5508,0.5118,0.6186,0.61,0.5636,0.4932,0.5227,0.9986
2019-05-01,-0.065287,0.014531657907192231,0.0067433276353276355,8.2645,0.7759,0.5402,0.5594,0.7215,0.566,0.5813,0.5365,0.6602,0.6498,0.5972,0.5272,0.5504,0.9989
2019-06-01,0.067461,0.015532149156650047,0.006538696022727272,7.4831,0.7168,0.478,0.4945,0.665,0.4945,0.5115,0.4699,0.5668,0.6039,0.5454,0.4655,0.4733,0.998
2019-07-01,0.012803,0.017105393778965774,0.00671128045325779,8.269,0.7663,0.5464,0.5594,0.719,0.5507,0.5841,0.5428,0.6457,0.6868,0.5979,0.5334,0.5385,0.998
2019-08-01,-0.017985,0.013824184548126875,0.006728488700564972,8.1138,0.7625,0.5333,0.5488,0.7121,0.5361,0.5644,0.5278,0.6304,0.6699,0.5916,0.5101,0.5281,0.9987
2019-09-01,0.017191,0.012056871382375439,0.00665887323943662,7.8559,0.7432,0.5082,0.5254,0.6874,0.5271,0.5354,0.5007,0.5994,0.6526,0.5683,0.4992,0.5107,0.9983
2019-10-01,0.019821,0.009022316174500911,0.006688457865168539,7.8777,0.7398,0.5163,0.5315,0.6958,0.5212,0.5389,0.5015,0.5919,0.6622,0.5743,0.4935,0.512,0.9988
2019-11-01,0.034706,0.008780958455248008,0.006725243697478992,7.9788,0.7531,0.5189,0.5308,0.7068,0.5278,0.5509,0.5044,0.6106,0.6653,0.5727,0.5141,0.5243,0.9991
2019-12-01,0.028587,0.0153189958909093,0.006803402234636871,8.0417,0.7521,0.5302,0.5414,0.6988,0.5336,0.5552,0.5143,0.6286,0.6668,0.587,0.5117,0.5227,0.9993
